DATAFLOW;LAST UPDATE;freq;unit;operator;procstat;geo;TIME_PERIOD;OBS_VALUE
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;North Macedonia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Malta;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Malta;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Netherlands;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Norway;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Poland;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Portugal;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Portugal;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Portugal;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Portugal;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Portugal;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Portugal;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Romania;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Romania;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Romania;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Romania;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Romania;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Romania;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Serbia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Sweden;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovenia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Türkiye;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;United Kingdom;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Albania;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Belgium;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Bulgaria;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Bulgaria;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Bulgaria;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Switzerland;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Cyprus;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Germany;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Denmark;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Estonia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Greece;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Spain;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 27 countries (from 2020);2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;European Union - 28 countries (2013-2020);2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Finland;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;France;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2018;
