DATAFLOW,LAST UPDATE,freq,meat,meatitem,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2014,76172.52,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2015,80259.66,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2016,91980.3,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2017,95512.97,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2018,98599.14,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2019,106144.93,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2020,111664.58,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2021,110426.84,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2022,107726.06,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Ireland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2014,4912.6,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2015,5072.1,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2016,5440.46,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2017,5859.02,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2018,5677.42,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2019,5809.39,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2020,5476.16,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2021,5496.12,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2022,5583.83,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Iceland,2023,5799.74,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2014,560673,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2015,584178,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2016,605011,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2017,597158,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2018,581749,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2019,616754,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2020,621722,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2021,627080,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2022,569264,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Italy,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2014,49700.24,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2015,50084.38,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2016,56038.48,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2017,58780.17,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2018,57800.57,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2019,55954.21,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2020,53626.41,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2021,47157.4,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2022,46606.91,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Lithuania,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2016,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2018,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2019,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2021,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2022,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Luxembourg,2023,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2014,17258.15,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2015,17515.7,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2016,17558.53,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2017,19180.51,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2018,20089.37,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2019,20633.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2020,20897.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2021,21258.5,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2022,21679.46,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Latvia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2014,310.51,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2015,401.85,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2016,381.2,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2017,985.28,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2018,1234.04,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2019,995.6,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2020,723.57,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2022,657.32,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Montenegro,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2014,459.19,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2015,456.49,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2016,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2018,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2019,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2021,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2022,255.45,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),North Macedonia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2014,2230.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2015,2250.99,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2016,2148.35,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2017,2126.45,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2018,2296.58,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2019,2337.76,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2020,2429.72,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2021,2494.24,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2022,2666.09,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Malta,2023,2865.62,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2020,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2021,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2022,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Netherlands,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2014,896072.95,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2015,990971.82,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2016,1120947.14,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2017,1166662.74,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2018,1222708.59,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2019,1222859.23,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2020,1254064.28,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2021,1188116.73,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2022,1276401.3,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Poland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2014,197678.18,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2015,208588.23,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2016,212694.89,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2017,217260.9,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2018,218683.55,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2019,221792.36,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2020,219037.18,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2021,224448.95,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2022,232846.8,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Portugal,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2014,213301.5,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2015,229664.92,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2016,233866.16,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2017,243035.04,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2018,264575.65,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2019,280546.44,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2020,271827.75,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2021,273268.84,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2022,287604.44,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Romania,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2014,36968.52,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2015,39339.04,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2016,41499.85,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2017,50670.05,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2018,54849.83,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2019,59801.4,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2020,59063.68,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2021,59062.09,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2022,64070.67,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Serbia,2023,69227.07,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2014,92322.66,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2015,98476.47,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2016,103556.82,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2017,104584.67,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2018,103390.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2019,107880.49,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2020,111708.92,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2021,115999.97,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2022,113243.93,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Sweden,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2014,33594.09,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2015,33321.69,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2016,35985.98,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2017,38499.74,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2018,38237.83,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2019,38840.82,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2020,40137.15,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2021,39610.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2022,41386.17,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovenia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2018,47276.67,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2019,46754.72,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2020,46595.44,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2021,47747.63,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2022,45393.18,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Slovakia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2014,1114920,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2015,1124078.15,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2016,1106943.36,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2017,1234709.27,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2018,1236310.71,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2019,1213883.49,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2020,1206770.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2021,1248578.61,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2022,1353319.95,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),Türkiye,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),United Kingdom,2014,971275.91,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),United Kingdom,2015,1004311.14,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),United Kingdom,2016,1077017.28,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),United Kingdom,2017,1244918.4,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),United Kingdom,2018,1221794.36,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Poultry meat,Slaughterings,Thousand heads (animals),United Kingdom,2019,1135445.9,
